# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
rpsC	ECB_03165	ECB_03165	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
rpsD	ECB_03147	ECB_03147	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rpsE	ECB_03154	ECB_03154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rpsG	ECB_03192	ECB_03192	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2
rpsH	ECB_03157	ECB_03157	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
rpsJ	ECB_03172	ECB_03172	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
rpsK	ECB_03148	ECB_03148	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rpsL	ECB_03193	ECB_03193	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1
rpsM	ECB_03149	ECB_03149	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rpsN	ECB_03158	ECB_03158	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
rpsO	ECB_03032	ECB_03032	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
rpsP	ECB_02498	ECB_02498	protein_coding	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0
rpsQ	ECB_03162	ECB_03162	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
rpsS	ECB_03167	ECB_03167	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
rpsT	ECB_00027	ECB_00027	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
rpsU	ECB_02935	ECB_02935	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
rpsV	ECB_01438	ECB_01438	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
rrmA	ECB_01792	ECB_01792	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	1	3
rrmB	ECB_03139	ECB_03139	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
rrmJ	ECB_03044	ECB_03044	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
rsd	ECB_03872	ECB_03872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rseA	ECB_02466	ECB_02466	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
rseB	ECB_02465	ECB_02465	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
rseC	ECB_02464	ECB_02464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rsmC	ECB_04246	ECB_04246	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
rspA	ECB_01550	ECB_01550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rspB	ECB_01549	ECB_01549	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rstA	ECB_01577	ECB_01577	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rstB	ECB_01578	ECB_01578	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
rsuA	ECB_02113	ECB_02113	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
rtcA	ECB_03271	ECB_03271	protein_coding	0	0	1	5	0	0	0	0	4	0	0	1	0	0	0	0	1
rtcB	ECB_03272	ECB_03272	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	1
rtcR	ECB_03273	ECB_03273	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	3
rtn	ECB_02106	ECB_02106	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
rzpR	ECB_01338	ECB_01338	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sanA	ECB_02073	ECB_02073	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sapA	ECB_01271	ECB_01271	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sapB	ECB_01270	ECB_01270	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sapC	ECB_01269	ECB_01269	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sapD	ECB_01268	ECB_01268	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sapF	ECB_01267	ECB_01267	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sbcB	ECB_01914	ECB_01914	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
sbcC	ECB_00345	ECB_00345	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
sbcD	ECB_00346	ECB_00346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sbmA	ECB_00324	ECB_00324	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
sbmC	ECB_01912	ECB_01912	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
sdaA	ECB_01784	ECB_01784	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sdaB	ECB_02642	ECB_02642	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
sdaC	ECB_02641	ECB_02641	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
sdhA	ECB_00683	ECB_00683	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
sdhB	ECB_00684	ECB_00684	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
sdhC	ECB_00681	ECB_00681	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
sdhD	ECB_00682	ECB_00682	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
secD	ECB_00356	ECB_00356	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
secE	ECB_03857	ECB_03857	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
secF	ECB_00357	ECB_00357	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
secG	ECB_03040	ECB_03040	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
selA	ECB_03446	ECB_03446	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
selB	ECB_03445	ECB_03445	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
selD	ECB_01733	ECB_01733	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
seqA	ECB_00644	ECB_00644	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
serA	ECB_02744	ECB_02744	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
serB	ECB_04264	ECB_04264	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
serC	ECB_00911	ECB_00911	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
serS	ECB_00897	ECB_00897	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
setA	ECB_00072	ECB_00072	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2
setB	ECB_02099	ECB_02099	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sfa	ECB_00993	ECB_00993	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
sfcA	ECB_01437	ECB_01437	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
sfsA	ECB_00145	ECB_00145	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sgbH	ECB_03433	ECB_03433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sgbU	ECB_03434	ECB_03434	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sgcA	ECB_04167	ECB_04167	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sgcB	ECB_04170	ECB_04170	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sgcC	ECB_04169	ECB_04169	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sgcE	ECB_04166	ECB_04166	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sgcQ	ECB_04168	ECB_04168	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sgcR	ECB_04165	ECB_04165	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sgcX	ECB_04171	ECB_04171	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
shiA	ECB_01893	ECB_01893	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
sieB	ECB_01331	ECB_01331	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sirA	ECB_03319	ECB_03319	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sixA	ECB_02264	ECB_02264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
slmA	ECB_03498	ECB_03498	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
slt	ECB_04268	ECB_04268	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
slyA	ECB_01612	ECB_01612	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
slyB	ECB_01611	ECB_01611	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
slyD	ECB_03200	ECB_03200	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	2
slyX	ECB_03199	ECB_03199	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
smf	ECB_03136	ECB_03136	protein_coding	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
smg	ECB_03135	ECB_03135	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
smp	ECB_04263	ECB_04263	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
smpA	ECB_02505	ECB_02505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
smpB	ECB_02508	ECB_02508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sms	ECB_04265	ECB_04265	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
smtA	ECB_00925	ECB_00925	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sodB	ECB_01626	ECB_01626	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
sodC	ECB_01616	ECB_01616	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
sohA	ECB_02994	ECB_02994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sohB	ECB_01248	ECB_01248	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	1	1
solA	ECB_01055	ECB_01055	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sotB	ECB_01485	ECB_01485	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
speC	ECB_02795	ECB_02795	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
speD	ECB_00119	ECB_00119	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
speE	ECB_00120	ECB_00120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
speF	ECB_00649	ECB_00649	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
speG	ECB_01553	ECB_01553	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
spoT	ECB_03507	ECB_03507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sppA	ECB_01735	ECB_01735	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
spr	ECB_02105	ECB_02105	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
sprT	ECB_02774	ECB_02774	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
spy	ECB_01712	ECB_01712	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
srlA	ECB_02552	ECB_02552	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
srlB	ECB_02554	ECB_02554	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
srlD	ECB_02555	ECB_02555	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
srlE	ECB_02553	ECB_02553	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
srlR	ECB_02557	ECB_02557	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
srmB	ECB_02470	ECB_02470	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ssb	ECB_03931	ECB_03931	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
sseA	ECB_02413	ECB_02413	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
sseB	ECB_02414	ECB_02414	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
ssuA	ECB_00940	ECB_00940	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ssuB	ECB_00937	ECB_00937	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ssuC	ECB_00938	ECB_00938	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ssuD	ECB_00939	ECB_00939	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ssuE	ECB_00941	ECB_00941	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
stfR	ECB_01508	ECB_01508	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
stpA	ECB_02525	ECB_02525	protein_coding	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
sucA	ECB_00685	ECB_00685	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
sucB	ECB_00686	ECB_00686	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sucC	ECB_00687	ECB_00687	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sucD	ECB_00688	ECB_00688	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sufA	ECB_01653	ECB_01653	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sufB	ECB_01652	ECB_01652	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
sufC	ECB_01651	ECB_01651	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
sufD	ECB_01650	ECB_01650	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
sufE	ECB_01648	ECB_01648	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
sufI	ECB_02889	ECB_02889	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sufS	ECB_01649	ECB_01649	protein_coding	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	1
sugE	ECB_04020	ECB_04020	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
suhB	ECB_02425	ECB_02425	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
sulA	ECB_00962	ECB_00962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
surA	ECB_00057	ECB_00057	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
surE	ECB_02594	ECB_02594	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
syd	ECB_02638	ECB_02638	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
tadA	ECB_02453	ECB_02453	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
talA	ECB_02355	ECB_02355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
talB	ECB_00008	ECB_00008	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0
tap	ECB_01856	ECB_01856	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2
tar	ECB_01857	ECB_01857	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
tas	ECB_02682	ECB_02682	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
tatA	ECB_03729	ECB_03729	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tatB	ECB_03730	ECB_03730	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tatC	ECB_03731	ECB_03731	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tatD	ECB_03732	ECB_03732	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tatE	ECB_00596	ECB_00596	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tauA	ECB_00315	ECB_00315	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
tauB	ECB_00316	ECB_00316	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
tauC	ECB_00317	ECB_00317	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
tauD	ECB_00318	ECB_00318	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
tbpA	ECB_00070	ECB_00070	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
tdcA	ECB_02985	ECB_02985	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
tdcB	ECB_02984	ECB_02984	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tdcC	ECB_02983	ECB_02983	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tdcD	ECB_02982	ECB_02982	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tdcE	ECB_02981	ECB_02981	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tdcR	ECB_02986	ECB_02986	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tdk	ECB_01214	ECB_01214	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
tehA	ECB_01386	ECB_01386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tehB	ECB_01387	ECB_01387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tesA	ECB_00445	ECB_00445	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2
tesB	ECB_00404	ECB_00404	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
tfaE	ECB_00847	ECB_00847	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
tgt	ECB_00354	ECB_00354	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
thiC	ECB_03871	ECB_03871	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
thiD	ECB_02031	ECB_02031	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
thiH	ECB_03866	ECB_03866	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
thiI	ECB_00371	ECB_00371	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
thiJ	ECB_00372	ECB_00372	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
thiM	ECB_02032	ECB_02032	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
thiP	ECB_00069	ECB_00069	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
thrA	ECB_00002	ECB_00002	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
thrB	ECB_00003	ECB_00003	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
thrC	ECB_00004	ECB_00004	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
thrL	ECB_00001	ECB_00001	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
thrS	ECB_01688	ECB_01688	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tig	ECB_00387	ECB_00387	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0
tilS	ECB_00186	ECB_00186	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
tkrA	ECB_03403	ECB_03403	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tktB	ECB_02356	ECB_02356	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tldD	ECB_03104	ECB_03104	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
tmk	ECB_01094	ECB_01094	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	3
tnaA	ECB_03592	ECB_03592	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
tnaB	ECB_03593	ECB_03593	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tnaL	ECB_03591	ECB_03591	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
tolB	ECB_00700	ECB_00700	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tolC	ECB_02907	ECB_02907	protein_coding	0	0	1	5	0	0	0	0	4	0	0	1	0	0	0	0	1
tonB	ECB_01226	ECB_01226	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
topA	ECB_01250	ECB_01250	protein_coding	0	0	2	4	0	0	0	0	1	0	0	2	0	0	0	0	3
topB	ECB_01732	ECB_01732	protein_coding	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0
torA	ECB_01000	ECB_01000	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
torC	ECB_00999	ECB_00999	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
torD	ECB_01001	ECB_01001	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
torR	ECB_00998	ECB_00998	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
torS	ECB_00996	ECB_00996	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
torT	ECB_00997	ECB_00997	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
torY	ECB_01844	ECB_01844	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
torZ	ECB_01843	ECB_01843	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
treA	ECB_01172	ECB_01172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
treF	ECB_03367	ECB_03367	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
trg	ECB_01378	ECB_01378	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
trkA	ECB_03140	ECB_03140	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
trkG	ECB_01339	ECB_01339	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
trmD	ECB_02496	ECB_02496	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
trmE	ECB_03590	ECB_03590	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
trmH	ECB_03508	ECB_03508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
trpC	ECB_01236	ECB_01236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
trpD	ECB_01237	ECB_01237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
trpE	ECB_01238	ECB_01238	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
trpL	ECB_01239	ECB_01239	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
trpR	ECB_04269	ECB_04269	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
trpS	ECB_03236	ECB_03236	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
truA	ECB_02243	ECB_02243	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
truB	ECB_03033	ECB_03033	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
trxB	ECB_00892	ECB_00892	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
trxC	ECB_02476	ECB_02476	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tsf	ECB_00168	ECB_00168	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
tsx	ECB_00359	ECB_00359	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ttdA	ECB_02931	ECB_02931	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
ttdB	ECB_02932	ECB_02932	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
tufA	ECB_03190	ECB_03190	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
tufB	ECB_03856	ECB_03856	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
tynA	ECB_01358	ECB_01358	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
tyrA	ECB_02489	ECB_02489	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	3
tyrB	ECB_03926	ECB_03926	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
tyrP	ECB_01875	ECB_01875	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
